track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_dance pop_prob,predicted_karaoke_prob,predicted_opm ost_prob,predicted_rnb_prob,predicted_rock_prob
5Q2P43CJra0uRAogjHyJDK,"Baby, It's Cold Outside (feat. Meghan Trainor)",0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,6FjK2XLQJloz36NgRciCHv,173560,2016-10-28,48,0.583,0.572,1.0,0.7972978505629477,1.0,0.0366,0.738,0.0,0.266,0.684,0.38565316738781663,2,opm ost,0.3811989573414516,0.04924084442882367,0.21259372876675342,0.3811989573414516,0.1286783823025052,0.22828808716046592
4TnjEaWOeW0eKTKIEvJyCa,Falling,7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,1Czfd5tEby3DbdYNdqzrCa,159381,2018-10-05,9,0.785,0.431,10.0,0.6343500511770725,0.0,0.0364,0.123,0.0,0.0887,0.236,0.4651842578637756,3,rnb,0.38114748094753487,0.1939388684025777,0.20577948766492518,0.16768450955027034,0.38114748094753487,0.05144965343469194
2ULNeSomDxVNmdDy8VxEBU,22,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1EoDsNmgTLtmwe1BDAVxV5,230133,2012-10-22,52,0.658,0.729,7.0,0.7242169907881268,1.0,0.0378,0.00215,0.0013,0.0752,0.668,0.3249367980942195,0,dance pop,0.38096453949297476,0.37841445064976625,0.10631744448522912,0.042128810178116025,0.09217475519391397,0.38096453949297476
0mel2N9Ws9r4yLQn5QE21Y,Too Good At Goodbyes - Edit,2wY79sveU1sp5g7SokKOiI,Sam Smith,7oiRNdTfUWmsx6DAjEe7DB,201000,2017-09-08,0,0.653,0.378,5.0,0.6541248720573183,1.0,0.0533,0.658,0.0,0.177,0.54,0.25096625990568333,2,opm ost,0.3807431676646337,0.010940688410693178,0.16632142834341782,0.3807431676646337,0.3490028109149103,0.09299190466634509
2pXpURmn6zC5ZYDMms6fwa,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),5v8jlSmAQfrkTjAlpUfWtu,Perry Como,4lculT3R9mxFqdmXOCLuY7,155933,1999-08-20,57,0.724,0.276,7.0,0.4912998976458546,1.0,0.0599,0.76,0.0,0.116,0.718,0.37882249987845784,2,opm ost,0.3806197970613616,0.00280442147728532,0.1716943773456897,0.3806197970613616,0.2053384188916144,0.2395429852240487
6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,0bBz5bRBkExaej2HxtVfCw,347aidan,3t1MvGhT6LU3fOIp3KMrta,180138,2020-10-26,75,0.98,0.413,8.0,0.5403480040941657,0.0,0.101,0.671,7.95e-05,0.17,0.764,0.42208541980650494,3,rnb,0.3805095045236386,0.1040689514561507,0.24599221994372975,0.12187561759780578,0.3805095045236386,0.14755370647867544
1TU0pwihuwk0RkgwHtuy71,Walwal,2OYCiru0FZMaAXWn6eL7MA,VVS Collective,6avqibTJ5BdrlGit74uaD9,414647,2019-06-06,0,0.677,0.542,5.0,0.6142886386898668,0.0,0.0421,0.0771,5.38e-06,0.118,0.384,0.6654006028489474,0,dance pop,0.3804613168403614,0.3804613168403614,0.17106479733964555,0.11751205296268952,0.16251351658062643,0.16844831627667703
1h4DeovcT57u4tz0WeDlf3,Help Me Out (with Julia Michaels),04gDigrS5kc9YWfZHwBETP,Maroon 5,2aSncvRehFzMZjiuXnb83Y,193603,2017-11-03,0,0.93,0.567,11.0,0.7929580348004093,1.0,0.0737,0.477,1.57e-05,0.096,0.505,0.39204020613544655,0,dance pop,0.3804014977426671,0.3804014977426671,0.3223800600178188,0.06308901144980755,0.2166278417363236,0.01750158905338295
220IyLzKO1Y0Gxt4pTU5eZ,Before I Let You Go,0jarApAsbmiCkYhz0590mE,Freestyle,23urE9jm4wugYqmxANnDut,289266,1998-09-26,65,0.657,0.348,4.0,0.49780962128966216,1.0,0.0359,0.176,0.0,0.161,0.0644,0.4222191161456561,3,rnb,0.3802982804293191,0.03919248861186709,0.10289939359776962,0.3802982804293191,0.37860169930093246,0.09900813806011143
2OvV4NjEBRE9v8Oo7QeUCq,Jump (with Trippie Redd),0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,2CH8od3NBJpsvqTdY3H1HH,207856,2018-05-04,55,0.654,0.547,10.0,0.722702149437052,1.0,0.127,0.25,0.0,0.0961,0.507,0.7501762360834264,3,rnb,0.38025798666095634,0.21192196447295336,0.2404996531808349,0.09018659784422402,0.38025798666095634,0.07713379784103148
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,4PgleR09JVnm3zY1fW3XBA,206693,2016-11-17,83,0.853,0.56,1.0,0.7897236438075741,1.0,0.0406,0.013,0.0,0.0944,0.86,0.5076085371189655,3,rnb,0.37984301068310256,0.37984301068310256,0.20637987927466867,0.022214306534765037,0.2804716939984248,0.1110911095090388
